Variant i,Variant j,Total Time,Summarization Time,Mapping Time,Number of Events,Average Number of Object Instances,Average Number of Materials,Largest Type Object Set,Cost,Lane Optionality,n
0,5,0.20039010000004964,0.17593970000007175,0.02445039999997789,24,7.0,1.0,1,3,0,2
0,6,0.26003769999999804,0.2360667000000376,0.02397099999996044,24,7.0,1.0,1,3,0,2
0,7,0.18522589999997763,0.16684889999999086,0.018376999999986765,17,6.5,0.5,1,8,1,2
1,2,0.15674810000018624,0.139089100000092,0.017659000000094238,18,6.5,0.5,1,4,1,2
1,3,0.13664840000001277,0.12043670000002749,0.016211699999985285,16,6.5,0.5,1,4,1,2
1,4,0.18660189999991417,0.1684308000000101,0.018171099999904072,17,6.5,0.5,1,8,1,2
1,5,0.21001840000008087,0.18694430000005013,0.02307410000003074,22,6.5,0.5,1,7,1,2
1,6,0.38872460000004594,0.3665492999999742,0.02217530000007173,22,6.5,0.5,1,7,1,2
1,7,0.0946288000000095,0.07952550000004521,0.015103299999964293,15,6.0,0.0,0,4,0,2
2,3,0.20010450000006585,0.1813968000000159,0.018707700000049954,20,7.0,1.0,1,2,0,2
2,4,0.19565619999991668,0.17455649999999423,0.02109969999992245,21,7.0,1.0,1,4,0,2
2,5,0.20327099999997245,0.17847449999999299,0.02479649999997946,26,7.0,1.0,1,3,0,2
2,6,0.26676720000000387,0.24321420000001126,0.023552999999992608,26,7.0,1.0,1,3,0,2
2,7,0.2106619999999566,0.19229889999996885,0.018363099999987753,19,6.5,0.5,1,8,1,2
3,4,0.2170026000001144,0.1972069000000829,0.019795700000031502,19,7.0,1.0,1,6,0,2
3,5,0.23990580000008777,0.21666140000002088,0.02324440000006689,24,7.0,1.0,1,5,0,2
3,6,0.31961439999997765,0.2963055999999824,0.023308799999995244,24,7.0,1.0,1,5,0,2
3,7,0.18537770000000364,0.16747490000000198,0.017902800000001662,17,6.5,0.5,1,8,1,2
4,5,0.3024570999999696,0.2774837000000616,0.024973399999907997,25,7.0,1.0,1,5,0,2
4,6,0.3753848999999718,0.35054330000002665,0.024841599999945174,25,7.0,1.0,1,5,0,2
4,7,0.17414320000000316,0.15438219999998637,0.019761000000016793,18,6.5,0.5,1,4,1,2
5,6,0.45852849999994305,0.43005119999997987,0.02847729999996318,30,7.0,1.0,1,0,0,2
5,7,0.247215899999901,0.22322999999994408,0.023985899999956928,23,6.5,0.5,1,9,1,2
6,7,0.3324192000000039,0.3092801000000236,0.023139099999980317,23,6.5,0.5,1,9,1,2
0,1,0.3877114999999094,0.36104309999996076,0.026668399999948633,18,7.0,1.0,1,2,0,4
0,2,0.3146602999999004,0.2859009999999671,0.02875929999993332,19,7.0,1.0,1,2,0,4
0,3,0.3335419999999658,0.30275010000002567,0.030791899999940142,19,7.0,1.0,1,2,0,4
0,4,0.43682430000001204,0.40112229999999727,0.03570200000001478,24,7.0,1.0,1,2,0,4
0,5,0.4493571999998949,0.4137330999999449,0.035624099999949976,24,7.0,1.0,1,2,0,4
0,6,0.3333803999998963,0.3035750999999891,0.02980529999990722,19,7.0,1.0,1,0,0,4
0,7,0.2999720000000252,0.2740209999999479,0.02595100000007733,20,7.0,1.0,1,0,0,4
1,2,0.4173412999999755,0.38895239999999376,0.02838889999998173,19,7.0,1.0,1,0,0,4
1,3,0.2946726000001263,0.2635472000000618,0.031125400000064474,19,7.0,1.0,1,0,0,4
1,4,0.4002079000000549,0.36214559999996254,0.038062300000092364,24,7.0,1.0,1,0,0,4
1,5,0.4107183000000987,0.37369680000006156,0.03702150000003712,24,7.0,1.0,1,0,0,4
1,6,0.3398286999999982,0.3096901000000116,0.03013859999998658,19,7.0,1.0,1,2,0,4
1,7,0.311887400000046,0.28317809999998644,0.028709300000059557,20,7.0,1.0,1,2,0,4
2,3,0.3657144999999673,0.33383589999994,0.03187860000002729,20,7.0,1.0,1,0,0,4
2,4,0.5827059000000645,0.5455369999999675,0.03716890000009698,25,7.0,1.0,1,0,0,4
2,5,0.4751011999999264,0.43820319999997537,0.036897999999951026,25,7.0,1.0,1,0,0,4
2,6,0.3848610000000008,0.3535934999999881,0.03126750000001266,20,7.0,1.0,1,2,0,4
2,7,0.3980748000000176,0.36991760000000795,0.028157200000009652,21,7.0,1.0,1,2,0,4
3,4,0.46707870000000185,0.4267267999999831,0.04035190000001876,25,7.0,1.0,1,0,0,4
3,5,0.47731710000005023,0.436978300000078,0.04033879999997225,25,7.0,1.0,1,0,0,4
3,6,0.5851805000000923,0.5514337000000751,0.033746800000017174,20,7.0,1.0,1,2,0,4
3,7,0.37400560000003225,0.343687300000056,0.03031829999997626,21,7.0,1.0,1,2,0,4
4,5,0.6309124000000566,0.5853079000000889,0.04560449999996763,30,7.0,1.0,1,0,0,4
4,6,0.4388106000000107,0.3993985999999268,0.039412000000083935,25,7.0,1.0,1,2,0,4
4,7,0.40580740000007154,0.36880470000005516,0.037002700000016375,26,7.0,1.0,1,2,0,4
5,6,0.56524909999996,0.5247243999999682,0.04052469999999175,25,7.0,1.0,1,2,0,4
5,7,0.4152685000000247,0.379161100000033,0.036107399999991685,26,7.0,1.0,1,2,0,4
6,7,0.3726379000000861,0.3426021000000219,0.030035800000064228,21,7.0,1.0,1,0,0,4
0,1,0.738633699999923,0.687779399999954,0.050854299999969044,23,7.0,1.0,1,0,0,8
0,2,0.5219339000000218,0.4704103000000259,0.051523599999995895,23,7.0,1.0,1,0,0,8
0,3,0.8088169000000107,0.7492154999999912,0.059601400000019567,28,7.0,1.0,1,0,0,8
0,4,0.7223852999999281,0.6632320999999592,0.05915319999996882,28,7.0,1.0,1,0,0,8
0,5,0.525699500000087,0.4752063000000817,0.050493200000005345,23,7.0,1.0,1,0,0,8
0,6,0.44587490000003527,0.39895690000003015,0.04691800000000512,24,7.0,1.0,1,0,0,8
0,7,0.7413139000000228,0.5676105000000007,0.17370340000002216,22,7.0,1.0,1,0,0,8
1,2,0.7402023999999301,0.6840634999999793,0.05613889999995081,24,7.0,1.0,1,0,0,8
1,3,0.9732921999999462,0.9128902999999582,0.06040189999998802,29,7.0,1.0,1,0,0,8
1,4,0.8663835999999492,0.8048503999999639,0.0615331999999853,29,7.0,1.0,1,0,0,8
1,5,0.8367363000000978,0.7840401000000838,0.05269620000001396,24,7.0,1.0,1,0,0,8
1,6,0.7298938000000135,0.6800011999999924,0.04989260000002105,25,7.0,1.0,1,0,0,8
1,7,0.7018527999999833,0.6492766999999731,0.05257610000001023,23,7.0,1.0,1,0,0,8
2,3,0.8959131999999954,0.8245147000000088,0.0713984999999866,29,7.0,1.0,1,0,0,8
2,4,0.7955552999999327,0.731078000000025,0.0644772999999077,29,7.0,1.0,1,0,0,8
2,5,0.7991172999999208,0.7446916999999758,0.05442559999994501,24,7.0,1.0,1,0,0,8
2,6,0.5250580999999102,0.47456099999999424,0.05049709999991592,25,7.0,1.0,1,0,0,8
2,7,0.7077975999999353,0.6544183999999404,0.05337919999999485,23,7.0,1.0,1,0,0,8
3,4,0.9858251000000564,0.9156212000000323,0.07020390000002408,34,7.0,1.0,1,0,0,8
3,5,0.7750459000000092,0.7127236999999695,0.06232220000003963,29,7.0,1.0,1,0,0,8
3,6,0.5641033000000562,0.505224300000009,0.0588790000000472,30,7.0,1.0,1,0,0,8
3,7,0.7308635999999069,0.6689394999999649,0.06192409999994197,28,7.0,1.0,1,0,0,8
4,5,0.7912617999999156,0.729034200000001,0.06222759999991467,29,7.0,1.0,1,0,0,8
4,6,0.5825765000000729,0.5228352000000314,0.05974130000004152,30,7.0,1.0,1,0,0,8
4,7,0.8796622999999499,0.8160282999999708,0.0636339999999791,28,7.0,1.0,1,0,0,8
5,6,0.526002999999946,0.47372299999994993,0.05227999999999611,25,7.0,1.0,1,0,0,8
5,7,0.7027491000000055,0.6485731999999871,0.05417590000001837,23,7.0,1.0,1,0,0,8
6,7,0.8535395000000108,0.8028338000000304,0.050705699999980425,24,7.0,1.0,1,0,0,8
0,1,1.6044969999998102,1.5099891999998363,0.09450779999997394,23,7.0,1.0,1,0,0,16
0,2,1.9182507000000442,1.811388500000021,0.10686220000002322,28,7.0,1.0,1,0,0,16
0,3,1.947346700000253,1.8412909000001036,0.10605580000014925,28,7.0,1.0,1,0,0,16
0,4,1.6054661999999098,1.5117881000001034,0.09367809999980636,23,7.0,1.0,1,0,0,16
0,5,1.4668747000000621,1.3763476999999966,0.09052700000006553,22,7.0,1.0,1,0,0,16
0,6,1.827566700000034,1.7328188000001319,0.09474789999990207,26,7.0,1.0,1,0,0,16
0,7,2.118816800000104,2.019396800000095,0.09942000000000917,28,7.0,1.0,1,0,0,16
1,2,1.7261513999999352,1.62041679999993,0.10573460000000523,25,7.0,1.0,1,0,0,16
1,3,1.6175913000001856,1.5123039000000063,0.10528740000017933,25,7.0,1.0,1,0,0,16
1,4,1.4487264000001687,1.3558100000000195,0.09291640000014922,20,7.0,1.0,1,0,0,16
1,5,1.255133399999977,1.1647230000000945,0.09041039999988243,19,7.0,1.0,1,0,0,16
1,6,1.6009940999999799,1.505370800000037,0.0956232999999429,23,7.0,1.0,1,0,0,16
1,7,1.9541037000001324,1.717274100000168,0.23682959999996456,25,7.0,1.0,1,0,0,16
2,3,1.8658983999998782,1.7483660999998847,0.11753229999999348,30,7.0,1.0,1,0,0,16
2,4,1.3946680999997625,1.2889811999998528,0.10568689999990966,25,7.0,1.0,1,0,0,16
2,5,1.2713320999998814,1.1689966999999797,0.10233539999990171,24,7.0,1.0,1,0,0,16
2,6,1.7186062999999194,1.6110900000001038,0.1075162999998156,28,7.0,1.0,1,0,0,16
2,7,1.70582689999992,1.5952657000000272,0.11056119999989278,30,7.0,1.0,1,0,0,16
3,4,1.4184269999998378,1.3129746999998133,0.10545230000002448,25,7.0,1.0,1,0,0,16
3,5,1.451932299999953,1.3500813999999082,0.10185090000004493,24,7.0,1.0,1,0,0,16
3,6,1.5920401999999285,1.4849970000000212,0.1070431999999073,28,7.0,1.0,1,0,0,16
3,7,1.7207574000001387,1.6098976000000675,0.11085980000007112,30,7.0,1.0,1,0,0,16
4,5,1.2629884000000402,1.1727660999999898,0.09022230000005038,19,7.0,1.0,1,0,0,16
4,6,1.6029403000000002,1.5086105000000316,0.0943297999999686,23,7.0,1.0,1,0,0,16
4,7,1.992816400000038,1.8899598999998943,0.10285650000014357,25,7.0,1.0,1,0,0,16
5,6,1.4742882000000463,1.3828679000000648,0.09142029999998158,22,7.0,1.0,1,0,0,16
5,7,1.6379778000000442,1.5449630999999044,0.09301470000013978,24,7.0,1.0,1,0,0,16
6,7,2.1441522000000077,2.0421340000000328,0.10201819999997497,28,7.0,1.0,1,0,0,16
0,1,4.832291700000042,4.627176400000053,0.20511529999998857,37,7.0,1.0,1,0,0,32
0,2,4.904496000000108,4.701320800000076,0.20317520000003242,37,7.0,1.0,1,0,0,32
0,3,4.8917706000002,4.7038698000001204,0.18790080000007947,32,7.0,1.0,1,0,0,32
0,4,4.398678300000029,4.214038800000026,0.18463950000000295,31,7.0,1.0,1,0,0,32
0,5,5.267485800000259,5.07835410000007,0.18913170000018908,35,7.0,1.0,1,0,0,32
0,6,5.793988700000227,5.602046300000211,0.19194240000001628,36,7.0,1.0,1,0,0,32
0,7,4.337091800000053,4.132735500000081,0.20435629999997218,34,7.0,1.0,1,0,0,32
1,2,5.077931399999898,4.852594499999896,0.22533690000000206,42,7.0,1.0,1,0,0,32
1,3,4.31203040000014,4.1056145000000015,0.2064159000001382,37,7.0,1.0,1,0,0,32
1,4,4.114517199999909,3.9136211000000003,0.20089609999990898,36,7.0,1.0,1,0,0,32
1,5,4.908303100000012,4.700860599999942,0.20744250000007014,40,7.0,1.0,1,0,0,32
1,6,5.176783900000146,4.966760900000054,0.210023000000092,41,7.0,1.0,1,0,0,32
1,7,3.8066899000000376,3.5810463000000254,0.22564360000001216,39,7.0,1.0,1,0,0,32
2,3,4.358575599999995,4.154960200000005,0.20361539999998968,37,7.0,1.0,1,0,0,32
2,4,4.1897453999999925,3.811966600000005,0.3777787999999873,36,7.0,1.0,1,0,0,32
2,5,4.989850400000023,4.780205600000045,0.2096447999999782,40,7.0,1.0,1,0,0,32
2,6,5.193025099999886,4.981152199999997,0.21187289999988934,41,7.0,1.0,1,0,0,32
2,7,4.496126900000036,4.276308000000199,0.2198188999998365,39,7.0,1.0,1,0,0,32
3,4,4.4810560999999325,4.297954699999991,0.18310139999994135,31,7.0,1.0,1,0,0,32
3,5,5.178846300000032,4.984212999999954,0.19463330000007772,35,7.0,1.0,1,0,0,32
3,6,5.890593699999727,5.512003399999912,0.3785902999998143,36,7.0,1.0,1,0,0,32
3,7,4.194948000000068,3.9904371000000083,0.20451090000005934,34,7.0,1.0,1,0,0,32
4,5,5.158777500000042,4.972280700000056,0.18649679999998625,34,7.0,1.0,1,0,0,32
4,6,5.185149899999942,4.994124499999998,0.19102539999994406,35,7.0,1.0,1,0,0,32
4,7,4.166194800000085,3.7783043000001726,0.3878904999999122,33,7.0,1.0,1,0,0,32
5,6,6.146496200000001,5.952408099999957,0.1940881000000445,39,7.0,1.0,1,0,0,32
5,7,5.011005800000021,4.6152104999998755,0.3957953000001453,37,7.0,1.0,1,0,0,32
6,7,5.0441547999998875,4.831645999999864,0.21250880000002326,38,7.0,1.0,1,0,0,32
0,1,0.13262699999995675,0.11660940000001574,0.016017599999941012,16,6.5,0.5,1,4,1,2
0,2,0.13747269999998935,0.11990080000009584,0.017571899999893503,20,7.0,1.0,1,0,0,2
0,3,0.1575158000000556,0.14010299999995368,0.017412800000101925,18,7.0,1.0,1,2,0,2
0,4,0.1911996999999701,0.1710001999999804,0.020199499999989712,19,7.0,1.0,1,4,0,2
0,5,0.19493510000006609,0.17223490000014863,0.02270019999991746,24,7.0,1.0,1,3,0,2
0,6,0.2569191999998566,0.23459279999997307,0.022326399999883506,24,7.0,1.0,1,3,0,2
0,7,0.18459680000023582,0.16690220000009504,0.01769460000014078,17,6.5,0.5,1,8,1,2
1,2,0.155256799999961,0.13867800000002717,0.016578799999933835,18,6.5,0.5,1,4,1,2
1,3,0.13564700000029006,0.1190315000001192,0.01661550000017087,16,6.5,0.5,1,4,1,2
1,4,0.18337890000020707,0.16538600000012593,0.017992900000081136,17,6.5,0.5,1,8,1,2
1,5,0.20709110000007058,0.18604370000002746,0.021047400000043126,22,6.5,0.5,1,7,1,2
1,6,0.2697763000001032,0.2491778000000977,0.020598500000005515,22,6.5,0.5,1,7,1,2
1,7,0.20197750000011183,0.07714690000011615,0.12483059999999568,15,6.0,0.0,0,4,0,2
2,3,0.19895089999999982,0.18104429999993954,0.01790660000006028,20,7.0,1.0,1,2,0,2
2,4,0.1917924999997922,0.1719303999998374,0.019862099999954808,21,7.0,1.0,1,4,0,2
2,5,0.20112440000002607,0.17830170000002,0.02282270000000608,26,7.0,1.0,1,3,0,2
2,6,0.2632867999998325,0.23932529999979124,0.02396150000004127,26,7.0,1.0,1,3,0,2
2,7,0.21108249999997497,0.19247609999979431,0.018606400000180656,19,6.5,0.5,1,8,1,2
3,4,0.21286449999979595,0.19364069999983258,0.019223799999963376,19,7.0,1.0,1,6,0,2
3,5,0.24099269999987882,0.21805829999993875,0.02293439999994007,24,7.0,1.0,1,5,0,2
3,6,0.31972060000020974,0.29716050000001815,0.022560100000191596,24,7.0,1.0,1,5,0,2
3,7,0.18548710000004576,0.1677142000000913,0.01777289999995446,17,6.5,0.5,1,8,1,2
4,5,0.31519230000026255,0.2893145000000459,0.025877800000216666,25,7.0,1.0,1,5,0,2
4,6,0.3739855000001171,0.34964100000001963,0.02434450000009747,25,7.0,1.0,1,5,0,2
4,7,0.1743564000000788,0.15478600000005827,0.019570400000020527,18,6.5,0.5,1,4,1,2
5,6,0.34683819999986554,0.31899129999987963,0.027846899999985908,30,7.0,1.0,1,0,0,2
5,7,0.3648877000000539,0.3390976000000592,0.02579009999999471,23,6.5,0.5,1,9,1,2
6,7,0.3292311999998674,0.3060537999999724,0.023177399999894988,23,6.5,0.5,1,9,1,2
0,1,0.26586539999993875,0.24022239999999329,0.02564299999994546,18,7.0,1.0,1,2,0,4
0,2,0.4299397999998291,0.40241900000000896,0.027520799999820156,19,7.0,1.0,1,2,0,4
0,3,0.3303121999999803,0.3007344000000103,0.02957779999997001,19,7.0,1.0,1,2,0,4
0,4,0.43220960000007835,0.39784320000012485,0.0343663999999535,24,7.0,1.0,1,2,0,4
0,5,0.43986470000004374,0.4053555000000415,0.03450920000000224,24,7.0,1.0,1,2,0,4
0,6,0.3309193000002324,0.30176780000010694,0.029151500000125452,19,7.0,1.0,1,0,0,4
0,7,0.29484930000012355,0.269524199999978,0.02532510000014554,20,7.0,1.0,1,0,0,4
1,2,0.2992748000001484,0.27190040000004956,0.02737440000009883,19,7.0,1.0,1,0,0,4
1,3,0.29534880000005614,0.26459929999987253,0.030749500000183616,19,7.0,1.0,1,0,0,4
1,4,0.5097840000000815,0.47520669999994425,0.03457730000013726,24,7.0,1.0,1,0,0,4
1,5,0.41102010000008704,0.3757206000000224,0.035299500000064654,24,7.0,1.0,1,0,0,4
1,6,0.33753569999998945,0.30853670000010425,0.0289989999998852,19,7.0,1.0,1,2,0,4
1,7,0.3073629999998957,0.28031979999991563,0.02704319999998006,20,7.0,1.0,1,2,0,4
2,3,0.3643071000001328,0.3331190000001243,0.03118810000000849,20,7.0,1.0,1,0,0,4
2,4,0.46772009999995134,0.4322177000001375,0.03550239999981386,25,7.0,1.0,1,0,0,4
2,5,0.5913847000003898,0.5546069000001808,0.03677780000020903,25,7.0,1.0,1,0,0,4
2,6,0.38174450000019533,0.3517543000000387,0.02999020000015662,20,7.0,1.0,1,2,0,4
2,7,0.393873400000075,0.365538000000015,0.028335400000059963,21,7.0,1.0,1,2,0,4
3,4,0.4641639000001305,0.42459070000018073,0.03957319999994979,25,7.0,1.0,1,0,0,4
3,5,0.4833585999999741,0.44315819999997075,0.040200400000003356,25,7.0,1.0,1,0,0,4
3,6,0.5889285000000655,0.5565477000000101,0.03238080000005539,20,7.0,1.0,1,2,0,4
3,7,0.3707194000000982,0.3412551999999778,0.0294642000001204,21,7.0,1.0,1,2,0,4
4,5,0.6369482000000062,0.592804200000046,0.044143999999960215,30,7.0,1.0,1,0,0,4
4,6,0.43759849999992184,0.3988540999998804,0.038744400000041423,25,7.0,1.0,1,2,0,4
4,7,0.40463599999998223,0.3701874000000771,0.03444859999990513,26,7.0,1.0,1,2,0,4
5,6,0.4420129000000088,0.4021746999999323,0.03983820000007654,25,7.0,1.0,1,2,0,4
5,7,0.534007900000006,0.4986026999999922,0.03540520000001379,26,7.0,1.0,1,2,0,4
6,7,0.3708894000001237,0.34150270000009186,0.02938670000003185,21,7.0,1.0,1,0,0,4
0,1,0.6153432999999495,0.5693552000000182,0.045988099999931364,23,7.0,1.0,1,0,0,8
0,2,0.6440663999999288,0.594787100000076,0.04927929999985281,23,7.0,1.0,1,0,0,8
0,3,0.6735377999998491,0.6163736999999401,0.05716409999990901,28,7.0,1.0,1,0,0,8
0,4,0.6916152000001148,0.634248800000023,0.057366400000091744,28,7.0,1.0,1,0,0,8
0,5,0.6417893000000277,0.5935876000000917,0.048201699999935954,23,7.0,1.0,1,0,0,8
0,6,0.44696600000020226,0.4010739000000285,0.04589210000017374,24,7.0,1.0,1,0,0,8
0,7,0.6167660000003252,0.5686709000001429,0.048095100000182356,22,7.0,1.0,1,0,0,8
1,2,0.8635682000001452,0.8118165000000772,0.05175170000006801,24,7.0,1.0,1,0,0,8
1,3,0.8454126000001452,0.7857430000001386,0.05966960000000654,29,7.0,1.0,1,0,0,8
1,4,0.9897101999999904,0.9295936000000893,0.060116599999901155,29,7.0,1.0,1,0,0,8
1,5,0.7085488000000169,0.6571546000000126,0.051394200000004275,24,7.0,1.0,1,0,0,8
1,6,0.8436827999998968,0.7966103000001112,0.04707249999978558,25,7.0,1.0,1,0,0,8
1,7,0.6938255999998546,0.6442566999999144,0.049568899999940186,23,7.0,1.0,1,0,0,8
2,3,0.7653482999999142,0.704522900000029,0.06082539999988512,29,7.0,1.0,1,0,0,8
2,4,0.9167236000000685,0.8552664999999706,0.06145710000009785,29,7.0,1.0,1,0,0,8
2,5,0.6716211999998905,0.6183381999999256,0.053282999999964886,24,7.0,1.0,1,0,0,8
2,6,0.6522747999999865,0.6028355999999349,0.04943920000005164,25,7.0,1.0,1,0,0,8
2,7,0.7044654999999693,0.6539578999997957,0.050507600000173625,23,7.0,1.0,1,0,0,8
3,4,0.9914676999999301,0.9208697999999913,0.07059789999993882,34,7.0,1.0,1,0,0,8
3,5,0.6454196000001957,0.5856135999999879,0.05980600000020786,29,7.0,1.0,1,0,0,8
3,6,0.6956555000001572,0.6367079000001468,0.058947600000010425,30,7.0,1.0,1,0,0,8
3,7,0.7261888999998973,0.667131100000006,0.05905779999989136,28,7.0,1.0,1,0,0,8
4,5,0.6675694000000476,0.6058060000000296,0.06176340000001801,29,7.0,1.0,1,0,0,8
4,6,0.714831199999935,0.6576654999998937,0.0571657000000414,30,7.0,1.0,1,0,0,8
4,7,0.7504351000000042,0.6906122000000323,0.059822899999971924,28,7.0,1.0,1,0,0,8
5,6,0.5254807999997411,0.4757473999998183,0.04973339999992277,25,7.0,1.0,1,0,0,8
5,7,0.8330954999998994,0.7822903999999653,0.0508050999999341,23,7.0,1.0,1,0,0,8
6,7,0.7203323000001092,0.6733194000000822,0.047012900000027,24,7.0,1.0,1,0,0,8
0,1,1.591346200000089,1.501754099999971,0.08959210000011808,23,7.0,1.0,1,0,0,16
0,2,1.916655700000092,1.813896300000124,0.10275939999996808,28,7.0,1.0,1,0,0,16
0,3,1.9383556000000226,1.8350193999999647,0.10333620000005794,28,7.0,1.0,1,0,0,16
0,4,1.5956812999997965,1.5034699999998793,0.09221129999991717,23,7.0,1.0,1,0,0,16
0,5,1.462147400000049,1.3747395000000324,0.08740790000001653,22,7.0,1.0,1,0,0,16
0,6,1.8287187000003087,1.7373048000001745,0.09141390000013416,26,7.0,1.0,1,0,0,16
0,7,2.095698999999968,1.8654962999999043,0.2302027000000635,28,7.0,1.0,1,0,0,16
1,2,1.7267929000001914,1.6230328999999983,0.10376000000019303,25,7.0,1.0,1,0,0,16
1,3,1.6152569000000767,1.511350400000083,0.10390649999999368,25,7.0,1.0,1,0,0,16
1,4,1.4432954999997492,1.3537194999998974,0.08957599999985177,20,7.0,1.0,1,0,0,16
1,5,1.2483891999997923,1.1602328999999827,0.08815629999980956,19,7.0,1.0,1,0,0,16
1,6,1.5843059999999696,1.4925984999999855,0.09170749999998407,23,7.0,1.0,1,0,0,16
1,7,1.9807898000001387,1.7359937000001082,0.2447961000000305,25,7.0,1.0,1,0,0,16
2,3,1.8721806999999444,1.7544898999999532,0.11769079999999121,30,7.0,1.0,1,0,0,16
2,4,1.3996805000001586,1.2946388000000297,0.10504170000012891,25,7.0,1.0,1,0,0,16
2,5,1.279205999999931,1.1761469000000488,0.10305909999988216,24,7.0,1.0,1,0,0,16
2,6,1.561764900000071,1.4576326999999765,0.1041322000000946,28,7.0,1.0,1,0,0,16
2,7,1.8457695000001877,1.5961140000001706,0.24965550000001713,30,7.0,1.0,1,0,0,16
3,4,1.425014899999951,1.3207213999999112,0.10429350000003978,25,7.0,1.0,1,0,0,16
3,5,1.2973508000000038,1.1982993999999962,0.09905140000000756,24,7.0,1.0,1,0,0,16
3,6,1.7478016000000025,1.4988581000000067,0.24894349999999577,28,7.0,1.0,1,0,0,16
3,7,1.7204646000000139,1.6137032999999974,0.10676130000001649,30,7.0,1.0,1,0,0,16
4,5,1.2583769000000302,1.0277361000000838,0.23064079999994647,19,7.0,1.0,1,0,0,16
4,6,1.749059499999703,1.658237599999893,0.09082189999980983,23,7.0,1.0,1,0,0,16
4,7,1.824498000000176,1.727712700000211,0.09678529999996499,25,7.0,1.0,1,0,0,16
5,6,1.469914400000107,1.3802969000000758,0.08961750000003121,22,7.0,1.0,1,0,0,16
5,7,1.6195756000001893,1.5266584000000876,0.09291720000010173,24,7.0,1.0,1,0,0,16
6,7,2.1303862999998273,2.0339931999999408,0.09639309999988654,28,7.0,1.0,1,0,0,16
0,1,4.8584765999999036,4.65250049999986,0.20597610000004352,37,7.0,1.0,1,0,0,32
0,2,4.887152799999967,4.681907599999931,0.20524520000003577,37,7.0,1.0,1,0,0,32
0,3,4.747376600000052,4.557843600000069,0.18953299999998308,32,7.0,1.0,1,0,0,32
0,4,4.567191499999808,4.381991999999855,0.18519949999995333,31,7.0,1.0,1,0,0,32
0,5,5.3091446000000815,5.117311299999983,0.19183330000009846,35,7.0,1.0,1,0,0,32
0,6,5.630841399999781,5.436130599999842,0.1947107999999389,36,7.0,1.0,1,0,0,32
0,7,4.532325499999843,4.15706699999987,0.37525849999997263,34,7.0,1.0,1,0,0,32
1,2,5.064170299999887,4.841003099999853,0.22316720000003443,42,7.0,1.0,1,0,0,32
1,3,4.331200199999785,4.124184199999945,0.20701599999983955,37,7.0,1.0,1,0,0,32
1,4,4.101888300000155,3.898649299999988,0.20323900000016693,36,7.0,1.0,1,0,0,32
1,5,4.742486999999755,4.532891399999926,0.20959559999982957,40,7.0,1.0,1,0,0,32
1,6,5.125490599999921,4.740191800000048,0.38529879999987315,41,7.0,1.0,1,0,0,32
1,7,3.992449100000158,3.5934804000000895,0.39896870000006857,39,7.0,1.0,1,0,0,32
2,3,4.374934899999971,4.165970799999968,0.20896410000000287,37,7.0,1.0,1,0,0,32
2,4,4.240189300000111,4.0370525000000725,0.20313680000003842,36,7.0,1.0,1,0,0,32
2,5,5.016579400000182,4.807005699999991,0.20957370000019182,40,7.0,1.0,1,0,0,32
2,6,5.212057599999753,4.995292699999936,0.2167648999998164,41,7.0,1.0,1,0,0,32
2,7,4.506204700000126,4.282251999999971,0.22395270000015444,39,7.0,1.0,1,0,0,32
3,4,4.47526199999993,4.289636599999994,0.18562539999993533,31,7.0,1.0,1,0,0,32
3,5,5.180475599999909,4.98587950000001,0.1945960999998988,35,7.0,1.0,1,0,0,32
3,6,5.919802000000118,5.535125500000049,0.3846765000000687,36,7.0,1.0,1,0,0,32
3,7,4.202040399999987,3.9958736999999473,0.20616670000003978,34,7.0,1.0,1,0,0,32
4,5,5.193949800000155,4.815943800000014,0.3780060000001413,34,7.0,1.0,1,0,0,32
4,6,5.427510400000074,5.233361100000138,0.19414929999993547,35,7.0,1.0,1,0,0,32
4,7,3.999060800000052,3.7941846999999598,0.20487610000009226,33,7.0,1.0,1,0,0,32
5,6,6.184090499999911,5.981209199999967,0.20288129999994453,39,7.0,1.0,1,0,0,32
5,7,4.990819499999816,4.586893299999929,0.4039261999998871,37,7.0,1.0,1,0,0,32
6,7,5.077727500000037,4.864573199999995,0.21315430000004199,38,7.0,1.0,1,0,0,32
0,1,0.13439580000022033,0.1181994000000941,0.016196400000126232,16,6.5,0.5,1,4,1,2
0,2,0.1422922000001563,0.12403250000011212,0.018259700000044177,20,7.0,1.0,1,0,0,2
0,3,0.1617102000000159,0.14426349999985177,0.017446700000164128,18,7.0,1.0,1,2,0,2
0,4,0.19118230000003678,0.17152550000014344,0.019656799999893337,19,7.0,1.0,1,4,0,2
0,5,0.19537019999984295,0.17223449999983131,0.02313570000001164,24,7.0,1.0,1,3,0,2
0,6,0.25744459999987157,0.23434279999992214,0.023101799999949435,24,7.0,1.0,1,3,0,2
0,7,0.18360050000001138,0.16579600000000028,0.017804500000011103,17,6.5,0.5,1,8,1,2
1,2,0.15756329999999252,0.1407102999999097,0.01685300000008283,18,6.5,0.5,1,4,1,2
1,3,0.1346019999998589,0.11847579999994196,0.016126199999916935,16,6.5,0.5,1,4,1,2
1,4,0.18919549999986884,0.17058610000003682,0.01860939999983202,17,6.5,0.5,1,8,1,2
1,5,0.20979020000004311,0.18817489999992176,0.02161530000012135,22,6.5,0.5,1,7,1,2
